"Section Name","Short Title","Min Cred","Max Cred","BLDG","ROOM","DAYS","Start Time","End Time","Faculty Name","Avail Status","Prerequisites","Coreq","Notes","Location","Seats Available","Seat Capacity"
"PHED-490-01","PHYS ED STUD.TCH: ELEMENTARY","5.00000","0.00000","","","MTWTHF",",",",","Morris, Jon","Open","","","","MC","11","15"
"PHED-491-01","PHYS ED STUD TCH: SECONDARY","5.00000","0.00000","","","MTWTHF",",",",","Morris, Jon","Open","","","","MC","11","15"
"PHED-493-01","SEMINAR IN PHYSICAL EDUCATION","3.00000","0.00000","BUTL","2A","T","6:00 PM,","8:40 PM,","Oh, Daekyun","Open","","","","MC","11","15"
"PHED-493-55","SEMINAR IN PHYSICAL EDUCATION","3.00000","0.00000","","","","","","Oh, Daekyun","Clsd","","","","MC","-1","0"
"PHIL-102-01","INTRO TO PHILOSOPHY","3.00000","0.00000","PLASMUPB","011AUD","TTHT","11:30 AM,3:45 PM","12:45 PM,6:15 PM","Woodruff, Russell","Clsd","","","","MC","0","25"
"PHIL-102-02","INTRO TO PHILOSOPHY","3.00000","0.00000","PLASMUPB","011AUD","TTHT","1:00 PM,3:45 PM","2:15 PM,6:15 PM","Woodruff, Russell","Clsd","","","","MC","-1","25"
"PHIL-102-03","INTRO TO PHILOSOPHY","3.00000","0.00000","PLASPLAS","307307","MWFM","9:30 AM,10:35 AM","10:20 AM,1:05 PM","Setman, Stephen","Clsd","","","","MC","-2","25"
"PHIL-102-04","INTRO TO PHILOSOPHY","3.00000","0.00000","PLASPLAS","307307","MWFW","10:30 AM,8:00 AM","11:20 AM,10:30 AM","Setman, Stephen","Clsd","","","","MC","-1","25"
"PHIL-102-05","INTRO TO PHILOSOPHY","3.00000","0.00000","PLASPLAS","307307","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Setman, Stephen","Clsd","","","","MC","0","25"
"PHIL-102-06","INTRO TO PHILOSOPHY","3.00000","0.00000","PLASWALS","010G21","TTHT","11:30 AM,3:45 PM","12:45 PM,6:15 PM","Caliva-Smart, Joshua","Open","","","","MC","3","25"
"PHIL-102-07","INTRO TO PHILOSOPHY","3.00000","0.00000","PLASWALS","010G21","TTHT","1:00 PM,3:45 PM","2:15 PM,6:15 PM","Caliva-Smart, Joshua","Open","","","","MC","1","25"
"PHIL-102-08","INTRO TO PHILOSOPHY","3.00000","0.00000","PLASWALS","010G21","TTHT","2:30 PM,3:45 PM","3:45 PM,6:15 PM","Caliva-Smart, Joshua","Clsd","","","","MC","0","25"
"PHIL-102-09","INTRO TO PHILOSOPHY","3.00000","0.00000","WALSWALS","201201","TS","2:30 PM,8:00 AM","5:00 PM,10:30 AM","Shapiro, Robert","Open","","","","MC","1","25"
"PHIL-104-01","INTRODUCTION TO ETHICS","3.00000","0.00000","PLASPLAS","307307","TTHS","8:30 AM,1:10 PM","9:45 AM,3:40 PM","Gillham, Alex","Clsd","","","","MC","0","25"
"PHIL-104-02","INTRODUCTION TO ETHICS","3.00000","0.00000","PLASPLAS","307307","TTHT","10:00 AM,1:10 PM","11:15 AM,3:40 PM","Gillham, Alex","Open","","","","MC","1","25"
"PHIL-104-03","INTRODUCTION TO ETHICS","3.00000","0.00000","PLASPLAS","201201","TTHT","10:00 AM,1:10 PM","11:15 AM,3:40 PM","Tate, Daniel","Clsd","","","","MC","0","25"
"PHIL-104-04","INTRODUCTION TO ETHICS","3.00000","0.00000","PLASPLAS","201201","TTHM","11:30 AM,8:00 AM","12:45 PM,10:30 AM","Tate, Daniel","Clsd","","","","MC","0","25"
"PHIL-104-05","INTRODUCTION TO ETHICS","3.00000","0.00000","PLASPLAS","005005","MWM","2:30 PM,1:10 PM","3:45 PM,3:40 PM","McDivitt, Heather","Clsd","","","","MC","-2","25"
"PHIL-104-06","INTRODUCTION TO ETHICS","3.00000","0.00000","PLASPLAS","005005","MWW","4:00 PM,10:35 AM","5:15 PM,1:05 PM","McDivitt, Heather","Clsd","","","","MC","-1","25"
"PHIL-104-07","INTRODUCTION TO ETHICS","3.00000","0.00000","PLASPLAS","013013","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","McDivitt, Heather","Clsd","","","","MC","-1","25"
"PHIL-104-08","INTRODUCTION TO ETHICS","3.00000","0.00000","PLASPLAS","201201","TTHS","8:30 AM,1:10 PM","9:45 AM,3:40 PM","Dexter, Adam","Clsd","","","","MC","0","25"
"PHIL-104-09","INTRODUCTION TO ETHICS","3.00000","0.00000","PLAS","306","TTH","7:30 PM,","8:45 PM,","Dexter, Adam","Clsd","","","","MC","-1","25"
"PHIL-301-01","ETHICS","3.00000","0.00000","PLASPLAS","008008","MWM","2:30 PM,1:10 PM","3:45 PM,3:40 PM","Setman, Stephen","Open","","","","MC","13","25"
"PHIL-305-01","THE PHILOSOPHY OF SPORT","3.00000","0.00000","PLASPLAS","306306","MWW","4:00 PM,10:35 AM","5:15 PM,1:05 PM","Woodruff, Russell","Clsd","","","","MC","-1","25"
"PHIL-312-01","SYMBOLIC LOGIC","3.00000","0.00000","PLASPLAS","307307","TTHM","11:30 AM,8:00 AM","12:45 PM,10:30 AM","Gillham, Alex","Clsd","","","","MC","-1","25"
"PHIL-326-01","LEGAL REASONING","3.00000","0.00000","PLAS","008","T","6:00 PM,","8:30 PM,","Ploetz, Ronald","Open","","","","MC","10","25"
"PHIL-328-01","PARALEGAL INTERNSHIP","3.00000","6.00000","","","","","","Gillham, Alex","Open","","","","MC","4","5"
"PHIL-338-01","HEALTH CARE ETHICS","3.00000","0.00000","PLASPLAS","013013","TTHM","11:30 AM,8:00 AM","12:45 PM,10:30 AM","McDivitt, Heather","Clsd","","","","MC","-5","22"
"PHIL-338-02","HEALTH CARE ETHICS","3.00000","0.00000","PLASPLAS","005005","MWM","5:30 PM,3:45 PM","6:45 PM,6:15 PM","McDivitt, Heather","Clsd","","","","MC","-2","25"
"PHIL-361-01","Evil and Modern Thought","3.00000","0.00000","PLASPLAS","009009","TTHS","2:30 PM,8:00 AM","3:45 PM,10:30 AM","Tate, Daniel","Open","","","","MC","1","25"
"PHSC-106-01","STARS AND STELLAR SYSTEMS","3.00000","0.00000","DELADELA","020020","MWFW","10:30 AM,8:00 AM","11:20 AM,10:30 AM","Pientka, James","Clsd","","","","MC","-1","36"
"PHSC-113L-01","ASTRONOMY LABORATORY","1.00000","0.00000","DELA","001","M","1:30 PM,","4:20 PM,","Bhardwaj, Anish","Clsd","","","","MC","-1","12"
"PHSC-113L-02","ASTRONOMY LABORATORY","1.00000","0.00000","DELA","001","W","1:30 PM,","4:20 PM,","Bhardwaj, Anish","Clsd","","","","MC","0","12"
"PHSC-113L-03","ASTRONOMY LABORATORY","1.00000","0.00000","DELA","001","F","1:30 PM,","4:20 PM,","Bhardwaj, Anish","Clsd","","","","MC","-1","12"
"PHSC-115-01","ALTERNATIVE ENERGY SOURCES","3.00000","0.00000","DELADELA","020020","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Pientka, James","Open","","","","MC","14","36"
"PHYL-104-01","GENERAL PHYSICS LAB II","1.00000","0.00000","DELA","002","M","1:30 PM,","4:20 PM,","Cooke, Tae","Clsd","PHYS 103","","","MC","0","12"
"PHYL-104-02","GENERAL PHYSICS LAB II","1.00000","0.00000","DELA","002","T","1:30 PM,","4:20 PM,","Cooke, Tae","Clsd","PHYS 103","","","MC","0","12"
"PHYL-104-03","GENERAL PHYSICS LAB II","1.00000","0.00000","DELA","002","W","1:30 PM,","4:20 PM,","Cooke, Tae","Open","PHYS 103","","","MC","7","12"
"PHYS-104-01","GENERAL PHYSICS II","3.00000","0.00000","DELADELA","117117","MWFT","11:30 AM,3:45 PM","12:20 PM,6:15 PM","Cooke, Tae","Clsd","PHYS 103 & MATH 151","","","MC","0","18"
"PHYS-104-02","GENERAL PHYSICS II","3.00000","0.00000","DELADELA","116116","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Bhardwaj, Anish","Open","PHYS 103 & MATH 151","","","MC","6","18"
"PHYS-203-01","MODERN PHYSICS","3.00000","0.00000","DELADELA","001001","MWFM","9:30 AM,10:35 AM","10:20 AM,1:05 PM","Pientka, James","Open","PHYS 103 & 104","","","MC","6","10"
"PHYS-302-01","ELECTRICITY & MAGNETISM II","3.00000","0.00000","DELADELA","020020","MWFW","1:30 PM,1:10 PM","2:20 PM,3:40 PM","Pientka, James","Open","PHYS 301","","","MC","6","10"
"PHYS-304-55","THERMODYNAMICS","3.00000","0.00000","","","","","","Pientka, James","Clsd","PHYS 103 & PHYS 104","","","MC","-1","0"
"POLS-102-O01","AMERICAN POLITICS","3.00000","0.00000","","","","","","Perry, Matthew","Clsd","","","","OLEAN","-20","0"
"POLS-103-01","INTERNATIONAL RELATIONS","3.00000","0.00000","PLASPLAS","306306","MWM","5:30 PM,3:45 PM","6:45 PM,6:15 PM","Kubal, Mary Rose","Clsd","","","","MC","0","25"
"POLS-103-02","INTERNATIONAL RELATIONS","3.00000","0.00000","","","","","","Zabad, Ibrahim","Clsd","","","","OL","0","18"
"POLS-203-01","COMP. POLITICAL SYSTEMS","3.00000","0.00000","MUPBMUPB","107107","TTHT","10:00 AM,1:10 PM","11:15 AM,3:40 PM","Kubal, Mary Rose","Clsd","","","","MC","0","25"
"POLS-307-01","QUANT RESEARCH METHODS IN PS","3.00000","0.00000","PLASPLAS","007007","MWFM","9:30 AM,10:35 AM","10:20 AM,1:05 PM","Tillman, Elizabeth","Open","","","","MC","18","25"
"POLS-330-01","INT`L POLITICAL ECONOMY","3.00000","0.00000","PLASPLAS","121121","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","Kubal, Mary Rose","Open","","","","MC","16","25"
"POLS-356-01","LATIN AMERICA & THE U. S.","3.00000","0.00000","PLASPLAS","006006","MWFW","1:30 PM,1:10 PM","2:20 PM,3:40 PM","Kubal, Mary Rose","Open","","","","MC","12","25"
"POLS-365-01","POL PARTIES & INTEREST GROUPS","3.00000","0.00000","PLASPLAS","007007","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Tillman, Elizabeth","Open","","","","MC","3","25"
"POLS-421-01","CONSTIT. LAW II:POL STRUCT.","3.00000","0.00000","PLASPLAS","007007","MWFW","10:30 AM,8:00 AM","11:20 AM,10:30 AM","Tillman, Elizabeth","Open","","","","MC","6","25"
"POLS-492-01","ALBANY INTERNSHIP","15.00000","0.00000","","","","","","Kubal, Mary Rose","Clsd","","","","MC","-1","0"
"PSYC-101-01","INTRO TO PSYCHOLOGY","3.00000","0.00000","DELAWALS","123G21","MWFW","9:30 AM,3:45 PM","10:20 AM,6:15 PM","Luo, Chuan","Clsd","","","","MC","-2","20"
"PSYC-101-02","INTRO TO PSYCHOLOGY","3.00000","0.00000","DELAWALS","123G21","MWFW","10:30 AM,3:45 PM","11:20 AM,6:15 PM","Luo, Chuan","Open","","","","MC","1","20"
"PSYC-101-03","INTRO TO PSYCHOLOGY","3.00000","0.00000","DELADELA","024024","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","Privitera, Gregory","Clsd","","","","MC","-4","20"
"PSYC-101-04","INTRO TO PSYCHOLOGY","3.00000","0.00000","DELADELA","024024","TTHS","2:30 PM,8:00 AM","3:45 PM,10:30 AM","Privitera, Gregory","Clsd","","","","MC","0","20"
"PSYC-102-01","AN INTRO TO BIOPSYCHOLOGY","3.00000","0.00000","DELADELA","123020","MWM","2:30 PM,3:45 PM","3:45 PM,6:15 PM","Hager, Audrey","Open","","","","MC","1","16"
"PSYC-102-02","AN INTRO TO BIOPSYCHOLOGY","3.00000","0.00000","DELADELA","123020","MWM","4:00 PM,3:45 PM","5:15 PM,6:15 PM","Hager, Audrey","Clsd","","","","MC","0","16"
"PSYC-202-01","PSYC RES: METHODS/STATS II","3.00000","0.00000","WALSWALS","G21G21","MWM","2:30 PM,1:10 PM","3:45 PM,3:40 PM","Privitera, Gregory","Open","PSYC 201","","","MC","11","40"
"PSYC-202-55","PSYC RES: METHODS/STATS II","3.00000","0.00000","","","","","","Privitera, Gregory","Clsd","PSYC 201","","","MC","-2","0"
"PSYC-213-01","CHILD &ADOLESCENT DEVELOPMENT","3.00000","0.00000","DELADELA","123123","TTHM","11:30 AM,8:00 AM","12:45 PM,10:30 AM","Strasser, Irene","Clsd","","","","MC","-3","18"
"PSYC-213-02","CHILD &ADOLESCENT DEVELOPMENT","3.00000","0.00000","DELADELA","116116","TTHS","2:30 PM,8:00 AM","3:45 PM,10:30 AM","Strasser, Irene","Clsd","","","","MC","-3","18"
"PSYC-230-01","COGNITION","3.00000","0.00000","DELAWALS","123G21","MWFW","1:30 PM,3:45 PM","2:20 PM,6:15 PM","Luo, Chuan","Clsd","","","","MC","0","18"
"PSYC-230-02","COGNITION","3.00000","0.00000","DELAWALS","123G21","MWFW","11:30 AM,3:45 PM","12:20 PM,6:15 PM","Luo, Chuan","Clsd","","","","MC","-1","18"
"PSYC-311-01","CYBERPSYCHOLOGY","3.00000","0.00000","DELADELA","123123","TTHT","10:00 AM,1:10 PM","11:15 AM,3:40 PM","Strasser, Irene","Clsd","","","","MC","0","20"
"PSYC-420M-01","SP.TOP:NEUROPSYCHOLOGY","3.00000","0.00000","DELADELA","113113","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","Hager, Audrey","Open","PSYC 101 or BIO 105","","","MC","2","16"
"PSYC-433-01","PSYCH OF PERSONALITY","3.00000","0.00000","DELADELA","024024","TTHT","10:00 AM,3:45 PM","11:15 AM,6:15 PM","Vogel, Stephanie","Clsd","PSYC 101","","","MC","0","16"
"PSYC-433-02","PSYCH OF PERSONALITY","3.00000","0.00000","DELADELA","024024","TTHT","11:30 AM,3:45 PM","12:45 PM,6:15 PM","Vogel, Stephanie","Open","PSYC 101","","","MC","1","16"
"PSYC-469-01","INTR CLNIC/METH-HUM.SERV","3.00000","0.00000","DELADELA","123123","TTHS","2:30 PM,8:00 AM","3:45 PM,10:30 AM","Vogel, Stephanie","Open","PSYC 101 SOPHOMORE STANDING","","","MC","4","16"
"PSYC-478-01","FIELDWORK-TEACHING ASST","1.00000","3.00000","","","","","","Privitera, Gregory","Clsd","INSTRUCTOR CONSENT REQUIRED","","","MC","-6","0"
"PSYC-478-02","FIELDWORK-TEACHING ASST","1.00000","3.00000","","","","","","Strasser, Irene","Clsd","INSTRUCTOR CONSENT REQUIRED","","","MC","-1","0"
"PSYC-481-55","IND.STY: SOCIAL PSYCH","1.00000","3.00000","","","","","","Privitera, Gregory","Clsd","INSTRUCTOR CONSENT REQUIRED","","","MC","-2","0"
"PSYC-483-55","IND.STUDY-DEVELOPMNTL PSYCH.","1.00000","3.00000","","","","","","Strasser, Irene","Clsd","INSTRUCTOR CONSENT REQUIRED","","","MC","-1","0"
"QMX-210-01","QUANTITATIVE APPL FOR BUS STU","3.00000","0.00000","SWANSWAN","103103","MWFM","9:30 AM,10:35 AM","10:20 AM,1:05 PM","Bysiek, Evelyn","Clsd","","","","MC","-5","30"
"QMX-210-02","QUANTITATIVE APPL FOR BUS STU","3.00000","0.00000","SWANSWAN","103103","MWFW","10:30 AM,8:00 AM","11:20 AM,10:30 AM","Bysiek, Evelyn","Clsd","","","","MC","-5","30"
"QMX-211-01","INTRODUCTION TO STATISTICS","3.00000","0.00000","SWANSWAN","101101","MWFT","8:30 AM,10:35 AM","9:20 AM,1:05 PM","Tripathi, Janhavi Shankar","Clsd","MATH-122 or MATH 151 ","","","MC","-2","30"
"QMX-211-02","INTRODUCTION TO STATISTICS","3.00000","0.00000","SWANSWAN","101101","MWFM","9:30 AM,10:35 AM","10:20 AM,1:05 PM","Tripathi, Janhavi Shankar","Clsd","MATH-122 or MATH 151 ","","","MC","-1","30"
"QMX-212-01","STATISTICAL APPS FOR BUSINESS","3.00000","0.00000","PLASPLAS","201201","MWFM","9:30 AM,10:35 AM","10:20 AM,1:05 PM","Pinheiro, Ryan","Clsd","QMX 211 & IT 120 ","","","MC","-3","30"
"QMX-212-02","STATISTICAL APPS FOR BUSINESS","3.00000","0.00000","SWANSWAN","103103","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Pinheiro, Ryan","Clsd","QMX 211 & IT 120 ","","","MC","-1","30"
"QMX-212-03","STATISTICAL APPS FOR BUSINESS","3.00000","0.00000","SWANWALS","103G21","MWFM","1:30 PM,3:45 PM","2:20 PM,6:15 PM","Kwiatkowski, Sally","Open","QMX 211 & IT 120 ","","","MC","1","30"
"QMX-212-04","STATISTICAL APPS FOR BUSINESS","3.00000","0.00000","SWANWALS","103G21","MWFM","2:30 PM,3:45 PM","3:20 PM,6:15 PM","Kwiatkowski, Sally","Open","QMX 211 & IT 120 ","","","MC","9","30"
"READ-525-F1L01","LITERACY SECONDARY SCHOOL","3.00000","0.00000","","","","","","Voss, Sheri","Open","","","","OL","17","25"
"READ-540-72L01","SUPRV/CUR ISS-LITERACY PROGS","3.00000","0.00000","","","","","","Voss, Sheri","Open","","","","OL","18","25"
"READ-580-F1L01","CLIN/PRACT CHILD/LITERACY","3.00000","0.00000","","","","","","Voss, Sheri","Open","READ 570","","","OL","21","25"
"READ-595-F1L01","CLINICAL PRACT/ADOLE.LIT","3.00000","0.00000","","","","","","Voss, Sheri","Open","READ 570","","","OL","18","25"
"READ-599-F1F01","LITERACY COACHING INTRN","0.00000","0.00000","","","","","","Hauser, Rene","Open","","","","MC","49","50"
"SA-100-01","Study Abroad","12.00000","18.00000","","","","","","Staff, ","Clsd","","","","","-5","0"
"SAM-603-F1F01","FIN ASPECTS OF SPORT ADMIN","3.00000","0.00000","SWAN","200","T","6:00 PM","8:40 PM","Kasperski, Michael","Open","","","","MC","7","20"
"SAM-611-F1L01","LEADERSHIP & DIV IN SPORT ADM","3.00000","0.00000","","","","","","Flowers, Courtney","Open","","","","OL","4","20"
"SAM-617-F1F01","ATHLETIC ADMINISTRATION","3.00000","0.00000","SWAN","203","TH","6:00 PM","8:40 PM","Demiris, Tiffany","Open","","","","MC","13","20"
"SAM-650-F1F01","SPORT ADMINISTRATION CAPSTONE","3.00000","0.00000","SWAN","205","M","6:00 PM","8:40 PM","Pinheiro, Ryan","Open","","","","MC","14","20"
"SAM-653-F1F01","SPORTS MARKETING","3.00000","0.00000","SWAN","209","W","6:00 PM","8:40 PM","Gratz, Elizabeth","Open","MBA 612 ","","","MC","8","20"
"SBU-103-01","GENERAL EDUCATION INTERNSHIP","0.00000","3.00000","","","","","","Imhoff, Guy","Open","Instructor approval needed ","","","MC","18","20"
"SC-210-01","SOCIAL MEDIA IN SOC/BUSINESS","3.00000","0.00000","MUPB","107","MWF","10:30 AM,","11:20 AM,","Hoffmann, Pauline","Open","","","course meets in person on MW and online on F","MC","1","20"
"SC-220-01","DIGITAL CONTENT & ENGAGEMENT","3.00000","0.00000","MUPBMUPB","103103","MWM","2:30 PM,1:10 PM","3:45 PM,3:40 PM","Sackett, Scott","Open","","","","MC","4","18"
"SC-301-01","STRATEGIC WRTG & PROF COMM","3.00000","0.00000","","","",",",",","Matthews, Tammy","Open","","","","OL","2","15"
"SC-301-02","STRATEGIC WRTG & PROF COMM","3.00000","0.00000","MUPB","103","MW","5:30 PM,","6:45 PM,","Jones-Kelley, Michael","Clsd","","","","MC","0","15"
"SC-301-03","STRATEGIC WRTG & PROF COMM","3.00000","0.00000","MUPBMUPB","103103","MWW","4:00 PM,10:35 AM","5:15 PM,1:05 PM","Jones-Kelley, Michael","Clsd","","","","MC","-1","15"
"SC-301-04","STRATEGIC WRTG & PROF COMM","3.00000","0.00000","MUPBMUPB","103103","TTHS","2:30 PM,8:00 AM","3:45 PM,10:30 AM","Jones-Kelley, Michael","Clsd","","","","MC","-2","15"
"SC-301-05","STRATEGIC WRTG & PROF COMM","3.00000","0.00000","MUPBMUPB","105105","MWFW","1:30 PM,1:10 PM","2:20 PM,3:40 PM","McNall, Carole","Clsd","","","","MC","0","15"
"SC-301-06","STRATEGIC WRTG & PROF COMM","3.00000","0.00000","PLASPLAS","202202","MWM","2:30 PM,1:10 PM","3:45 PM,3:40 PM","Bulszewicz, Anna","Clsd","","","","MC","0","15"
"SC-301-07","STRATEGIC WRTG & PROF COMM","3.00000","0.00000","MUPBMUPB","105105","WW","4:00 PM,10:35 AM","6:30 PM,1:05 PM","Specht, Shannon","Open","","","","MC","1","15"
"SC-301-08","STRATEGIC WRTG & PROF COMM","3.00000","0.00000","MUPBMUPB","104104","TTHM","11:30 AM,8:00 AM","12:45 PM,10:30 AM","Bartimole, John","Clsd","","","","MC","0","15"
"SC-303-01","DIGITAL MARKETING","3.00000","0.00000","","","",",",",","DeSimone, Kimberly","Clsd","","","","OL","0","20"
"SC-320-55","PRINC & PRACT OF PUB RELATIONS","3.00000","0.00000","","","","","","Hoffmann, Pauline","Clsd","","","","MC","-1","0"
"SC-401B-01","SP TOP: AD AGENCY LEADERSHIP","3.00000","0.00000","MUPB","104","TTH","4:00 PM,","5:15 PM,","Jones-Kelley, Michael","Clsd","","","crosslisted with SC 430 01 ","MC","1","3"
"SC-430-01","AAF CASE STUDY","3.00000","0.00000","MUPB","104","TTH","4:00 PM,","5:15 PM,","Jones-Kelley, Michael","Clsd","INSTRUCTOR CONSENT REQUIRED","","CROSSLISTED WITH MKT 311 01 ","MC","-2","10"
"SC-499-01","COMPREHENSIVE EXPERIENCE","2.00000","0.00000","","","",",",",","Hoffmann, Pauline","Open","To be taken Senior Fall","","","MC","16","20"
"SOC-101-01","INTROD. SOCIOLOGY","3.00000","0.00000","PLASPLAS","006008","TTHT","10:00 AM,1:10 PM","11:15 AM,3:40 PM","Blake, David","Clsd","","","","MC","-4","20"
"SOC-101-02","INTROD. SOCIOLOGY","3.00000","0.00000","PLASPLAS","201201","MWM","2:30 PM,1:10 PM","3:45 PM,3:40 PM","Blake, David","Clsd","","","","MC","-3","20"
"SOC-102-01","SOCIAL PROBLEMS","3.00000","0.00000","PLASPLAS","013013","TTHT","10:00 AM,1:10 PM","11:15 AM,3:40 PM","Zawicki, Kathy","Clsd","","","","MC","0","20"
"SOC-102-02","SOCIAL PROBLEMS","3.00000","0.00000","DELADELA","117117","TS","2:30 PM,8:00 AM","5:00 PM,10:30 AM","Zawicki, Kathy","Clsd","","","","MC","0","20"
"SOC-103-01","INTRODUCTION TO SOCIAL WORK","3.00000","0.00000","PLAS","007","W","5:00 PM,","7:30 PM,","McCall, Sonya","Open","","","","MC","3","20"
"SOC-205-01","SOCIOLOGY OF INEQUALITY","3.00000","0.00000","PLASPLAS","014014","TTHS","2:30 PM,8:00 AM","3:45 PM,10:30 AM","Gross, Benjamin","Clsd","","","","MC","-2","20"
"SOC-206-01","QUALITATIVE RESEARCH METHODS","3.00000","0.00000","PLASPLAS","202202","TTHS","2:30 PM,8:00 AM","3:45 PM,10:30 AM","Blake, David","Open","SOC 101","","","MC","1","18"
"SOC-207-01","QUANTITATIVE METHODS","3.00000","0.00000","DELADELA","106106","TTHM","11:30 AM,8:00 AM","12:45 PM,10:30 AM","Gavin, Samantha","Open","SOC 101, SOC 206 & MATH 107","","","MC","1","15"
"SOC-208-01","CONTEMPORARY SOCIAL THEORIES","3.00000","0.00000","PLASPLAS","011011","TTHS","8:30 AM,1:10 PM","9:45 AM,3:40 PM","Zawicki, Kathy","Open","SOC 101","","","MC","7","15"
"SOC-301-55","CURR.SOC.PROB:FIELDWORK STUDY","3.00000","0.00000","","","","","","Dombek, Andrew","Clsd","SOC 103 or SOC 307","","","MC","-1","0"
"SOC-308-01","JUVENILE DELINQUENCY","3.00000","0.00000","PLASPLAS","014014","MWFW","10:30 AM,8:00 AM","11:20 AM,10:30 AM","Dombek, Andrew","Clsd","","","","MC","-2","25"
"SOC-320-01","SOCIAL PSYCH.OF ADDICTIONS","3.00000","0.00000","PLASPLAS","008008","MWFT","8:30 AM,10:35 AM","9:20 AM,1:05 PM","Elenchin, William","Clsd","SECTION 1 - SOCIOLOGY MAJORS ONLY","","","MC","0","15"
"SOC-320-02","SOCIAL PSYCH.OF ADDICTIONS","3.00000","0.00000","PLASPLAS","008008","MWFM","9:30 AM,10:35 AM","10:20 AM,1:05 PM","Elenchin, William","Clsd","SECTION 1 - SOCIOLOGY MAJORS ONLY","","","MC","0","15"
"SOC-321-01","SOCIAL MEDIA & SOCIETY","3.00000","0.00000","","","",",",",","Gross, Benjamin","Open","","","","OL","1","25"
"SOC-412-01","SENIOR SEMINAR","3.00000","0.00000","LIBRLIBR","LWRSEMRMLWRSEMRM","TTHM","11:30 AM,8:00 AM","12:45 PM,10:30 AM","Blake, David","Open","Soc 206, Soc 207, and Either Soc 208 or Crm 209","","","MC","3","10"
"SPAN-102-01","ELEM. SPANISH II","3.00000","0.00000","MUPBMUPB","107107","MWFM","9:30 AM,10:35 AM","10:20 AM,1:05 PM","Warner, Jeffrey","Clsd","SPAN 101","","","MC","0","25"
"SPAN-102-02","ELEM. SPANISH II","3.00000","0.00000","PLASPLAS","009009","MWFW","10:30 AM,8:00 AM","11:20 AM,10:30 AM","Simone, Leigh","Open","SPAN 101","","","MC","3","25"
"SPAN-102-03","ELEM. SPANISH II","3.00000","0.00000","PLASPLAS","013013","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Warner, Jeffrey","Open","SPAN 101","","","MC","2","25"
"SPAN-102-04","ELEM. SPANISH II","3.00000","0.00000","DELADELA","116116","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","Simone, Leigh","Open","SPAN 101","","","MC","4","25"
"SPAN-202-01","INTERMED SPANISH II","3.00000","0.00000","PLASPLAS","201201","MWFT","8:30 AM,10:35 AM","9:20 AM,1:05 PM","Warner, Jeffrey","Clsd","SPAN 201","","","MC","0","20"
"SPAN-202-02","INTERMED SPANISH II","3.00000","0.00000","PLASPLAS","009009","MWFM","9:30 AM,10:35 AM","10:20 AM,1:05 PM","Simone, Leigh","Open","SPAN 201","","","MC","1","20"
"SPAN-202-03","INTERMED SPANISH II","3.00000","0.00000","PLASPLAS","306306","TTHT","10:00 AM,1:10 PM","11:15 AM,3:40 PM","Medrano, Jose'","Clsd","SPAN 201","","","MC","-1","20"
"SPAN-202-04","INTERMED SPANISH II","3.00000","0.00000","MUPBMUPB","105105","TTHM","11:30 AM,8:00 AM","12:45 PM,10:30 AM","Warner, Jeffrey","Open","SPAN 201","","","MC","3","20"
"SPAN-202-05","INTERMED SPANISH II","3.00000","0.00000","PLASPLAS","306306","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","Medrano, Jose'","Open","SPAN 201","","","MC","1","20"
"SPAN-202-06","INTERMED SPANISH II","3.00000","0.00000","PLAS","007","TTH","4:00 PM,","5:15 PM,","Kuhn, Bernard","Clsd","SPAN 201","","","MC","0","20"
"SPAN-302M-01","SPANISH FOR HEALTHCARE PROFES","3.00000","0.00000","FRHAFRHA","102102","MWW","1:30 PM,1:10 PM","2:45 PM,3:40 PM","Cellini, Alva","Open","","","","MC","10","16"
"SPAN-303-01","ADV GRAMMAR & COMP I","3.00000","0.00000","PLASPLAS","306306","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Medrano, Jose'","Open","SPAN 301","","","MC","1","15"
"SPAN-325-55","HISPANIC WOMEN WRITERS","3.00000","0.00000","","","","","","Cellini, Alva","Clsd","","","","MC","-1","0"
"SPAN-327-01","INDIGENOUS VOICES OF LATIN AM","3.00000","0.00000","PLASPLAS","306306","TTHM","11:30 AM,8:00 AM","12:45 PM,10:30 AM","Medrano, Jose'","Clsd","This course is offered in English","","","MC","-10","15"
"SPAN-335M-55","SP TOP:SOCIAL CHANGE IN MEX","3.00000","0.00000","","","","","","Medrano, Jose'","Clsd","","","","MC","-1","0"
"SPAN-450-01","COMPREHENSIVE EXAM","0.00000","0.00000","","","","","","Simone, Leigh","Open","","","","MC","14","15"
